Year	Ag_District	Ag_District_Code	Data_Item	Value	County	JURISDIC_5	Group
1987	NORTHEAST	30	SW, NON-IRRIGATED, SF	40	Pend Oreille	53051	SW
1988	NORTHEAST	30	SW, NON-IRRIGATED, SF	40	Pend Oreille	53051	SW
1972	NORTHEAST	30	SW, NON-IRRIGATED, SF	31	Spokane	53063	SW
1973	NORTHEAST	30	SW, NON-IRRIGATED, SF	25.9	Spokane	53063	SW
1975	NORTHEAST	30	SW, NON-IRRIGATED, SF	39.6	Spokane	53063	SW
1976	NORTHEAST	30	SW, NON-IRRIGATED, SF	26	Spokane	53063	SW
1977	NORTHEAST	30	SW, NON-IRRIGATED, SF	6.2	Spokane	53063	SW
1978	NORTHEAST	30	SW, NON-IRRIGATED, SF	42.9	Spokane	53063	SW
1979	NORTHEAST	30	SW, NON-IRRIGATED, SF	22	Spokane	53063	SW
1980	NORTHEAST	30	SW, NON-IRRIGATED, SF	36	Spokane	53063	SW
1981	NORTHEAST	30	SW, NON-IRRIGATED, SF	16	Spokane	53063	SW
1982	NORTHEAST	30	SW, NON-IRRIGATED, SF	40.4	Spokane	53063	SW
1983	NORTHEAST	30	SW, NON-IRRIGATED, SF	35.8	Spokane	53063	SW
1984	NORTHEAST	30	SW, NON-IRRIGATED, SF	43.3	Spokane	53063	SW
1985	NORTHEAST	30	SW, NON-IRRIGATED, SF	30.2	Spokane	53063	SW
1986	NORTHEAST	30	SW, NON-IRRIGATED, SF	31.3	Spokane	53063	SW
1987	NORTHEAST	30	SW, NON-IRRIGATED, SF	41.5	Spokane	53063	SW
1988	NORTHEAST	30	SW, NON-IRRIGATED, SF	43.8	Spokane	53063	SW
1989	NORTHEAST	30	SW, NON-IRRIGATED, SF	43.4	Spokane	53063	SW
1990	NORTHEAST	30	SW, NON-IRRIGATED, SF	43.4	Spokane	53063	SW
1991	NORTHEAST	30	SW, NON-IRRIGATED, SF	52.5	Spokane	53063	SW
1992	NORTHEAST	30	SW, NON-IRRIGATED, SF	43.1	Spokane	53063	SW
1993	NORTHEAST	30	SW, NON-IRRIGATED, SF	60	Spokane	53063	SW
1994	NORTHEAST	30	SW, NON-IRRIGATED, SF	47.3	Spokane	53063	SW
1995	NORTHEAST	30	SW, NON-IRRIGATED, SF	49.8	Spokane	53063	SW
1972	NORTHEAST	30	SW, NON-IRRIGATED, SF	33.5	Stevens	53065	SW
1973	NORTHEAST	30	SW, NON-IRRIGATED, SF	26	Stevens	53065	SW
1974	NORTHEAST	30	SW, NON-IRRIGATED, SF	25	Stevens	53065	SW
1975	NORTHEAST	30	SW, NON-IRRIGATED, SF	22.3	Stevens	53065	SW
1976	NORTHEAST	30	SW, NON-IRRIGATED, SF	22	Stevens	53065	SW
1977	NORTHEAST	30	SW, NON-IRRIGATED, SF	15.5	Stevens	53065	SW
1978	NORTHEAST	30	SW, NON-IRRIGATED, SF	43	Stevens	53065	SW
1979	NORTHEAST	30	SW, NON-IRRIGATED, SF	16	Stevens	53065	SW
1981	NORTHEAST	30	SW, NON-IRRIGATED, SF	15.5	Stevens	53065	SW
1982	NORTHEAST	30	SW, NON-IRRIGATED, SF	34.9	Stevens	53065	SW
1983	NORTHEAST	30	SW, NON-IRRIGATED, SF	34	Stevens	53065	SW
1984	NORTHEAST	30	SW, NON-IRRIGATED, SF	37.3	Stevens	53065	SW
1985	NORTHEAST	30	SW, NON-IRRIGATED, SF	34.4	Stevens	53065	SW
1986	NORTHEAST	30	SW, NON-IRRIGATED, SF	35.8	Stevens	53065	SW
1987	NORTHEAST	30	SW, NON-IRRIGATED, SF	37.4	Stevens	53065	SW
1988	NORTHEAST	30	SW, NON-IRRIGATED, SF	39	Stevens	53065	SW
1989	NORTHEAST	30	SW, NON-IRRIGATED, SF	38.7	Stevens	53065	SW
1990	NORTHEAST	30	SW, NON-IRRIGATED, SF	32.5	Stevens	53065	SW
1991	NORTHEAST	30	SW, NON-IRRIGATED, SF	46.8	Stevens	53065	SW
1992	NORTHEAST	30	SW, NON-IRRIGATED, SF	58	Stevens	53065	SW
1993	NORTHEAST	30	SW, NON-IRRIGATED, SF	42	Stevens	53065	SW
1994	NORTHEAST	30	SW, NON-IRRIGATED, SF	32	Stevens	53065	SW
1972	SOUTHEAST	90	SW, NON-IRRIGATED, SF	31.5	Walla Walla	53071	SW
1973	SOUTHEAST	90	SW, NON-IRRIGATED, SF	29.8	Walla Walla	53071	SW
1974	SOUTHEAST	90	SW, NON-IRRIGATED, SF	26	Walla Walla	53071	SW
1975	SOUTHEAST	90	SW, NON-IRRIGATED, SF	24.4	Walla Walla	53071	SW
1976	SOUTHEAST	90	SW, NON-IRRIGATED, SF	31.2	Walla Walla	53071	SW
1978	SOUTHEAST	90	SW, NON-IRRIGATED, SF	37.3	Walla Walla	53071	SW
1979	SOUTHEAST	90	SW, NON-IRRIGATED, SF	21.3	Walla Walla	53071	SW
1981	SOUTHEAST	90	SW, NON-IRRIGATED, SF	23.6	Walla Walla	53071	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED, SF	34	Walla Walla	53071	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED, SF	34.6	Walla Walla	53071	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED, SF	45.2	Walla Walla	53071	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED, SF	33.6	Walla Walla	53071	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED, SF	29	Walla Walla	53071	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED, SF	38.3	Walla Walla	53071	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED, SF	38.5	Walla Walla	53071	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED, SF	33.3	Walla Walla	53071	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED, SF	26.5	Walla Walla	53071	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED, SF	41.3	Walla Walla	53071	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED, SF	29.2	Walla Walla	53071	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED, SF	42	Walla Walla	53071	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED, SF	40	Walla Walla	53071	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED, SF	35.7	Walla Walla	53071	SW
1972	SOUTHEAST	90	SW, NON-IRRIGATED, SF	36	Whitman	53075	SW
1973	SOUTHEAST	90	SW, NON-IRRIGATED, SF	28.9	Whitman	53075	SW
1974	SOUTHEAST	90	SW, NON-IRRIGATED, SF	28	Whitman	53075	SW
1975	SOUTHEAST	90	SW, NON-IRRIGATED, SF	31.3	Whitman	53075	SW
1976	SOUTHEAST	90	SW, NON-IRRIGATED, SF	35	Whitman	53075	SW
1977	SOUTHEAST	90	SW, NON-IRRIGATED, SF	10.6	Whitman	53075	SW
1978	SOUTHEAST	90	SW, NON-IRRIGATED, SF	35	Whitman	53075	SW
1979	SOUTHEAST	90	SW, NON-IRRIGATED, SF	38.2	Whitman	53075	SW
1981	SOUTHEAST	90	SW, NON-IRRIGATED, SF	23	Whitman	53075	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED, SF	37	Whitman	53075	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED, SF	33	Whitman	53075	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED, SF	36.5	Whitman	53075	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED, SF	48	Whitman	53075	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED, SF	46.8	Whitman	53075	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED, SF	54	Whitman	53075	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED, SF	49.8	Whitman	53075	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED, SF	45.8	Whitman	53075	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED, SF	40.7	Whitman	53075	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED, SF	53.1	Whitman	53075	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED, SF	51.6	Whitman	53075	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED, SF	47	Whitman	53075	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED, SF	26.8	Whitman	53075	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED, SF	34.3	Whitman	53075	SW
1972	CENTRAL	20	SW, NON-IRRIGATED, SF	19	Yakima	53077	SW
1974	CENTRAL	20	SW, NON-IRRIGATED, SF	9	Yakima	53077	SW
1975	CENTRAL	20	SW, NON-IRRIGATED, SF	22	Yakima	53077	SW
1976	CENTRAL	20	SW, NON-IRRIGATED, SF	18.2	Yakima	53077	SW
1977	CENTRAL	20	SW, NON-IRRIGATED, SF	6.7	Yakima	53077	SW
1978	CENTRAL	20	SW, NON-IRRIGATED, SF	18	Yakima	53077	SW
1979	CENTRAL	20	SW, NON-IRRIGATED, SF	11	Yakima	53077	SW
1980	CENTRAL	20	SW, NON-IRRIGATED, SF	37	Yakima	53077	SW
1981	CENTRAL	20	SW, NON-IRRIGATED, SF	20	Yakima	53077	SW
1982	CENTRAL	20	SW, NON-IRRIGATED, SF	25	Yakima	53077	SW
1983	CENTRAL	20	SW, NON-IRRIGATED, SF	20	Yakima	53077	SW
1984	CENTRAL	20	SW, NON-IRRIGATED, SF	28	Yakima	53077	SW
1985	CENTRAL	20	SW, NON-IRRIGATED, SF	18	Yakima	53077	SW
1986	CENTRAL	20	SW, NON-IRRIGATED, SF	11.9	Yakima	53077	SW
1987	CENTRAL	20	SW, NON-IRRIGATED, SF	30	Yakima	53077	SW
1988	CENTRAL	20	SW, NON-IRRIGATED, SF	35	Yakima	53077	SW
1989	CENTRAL	20	SW, NON-IRRIGATED, SF	22.3	Yakima	53077	SW
1990	CENTRAL	20	SW, NON-IRRIGATED, SF	21.7	Yakima	53077	SW
1991	CENTRAL	20	SW, NON-IRRIGATED, SF	14.3	Yakima	53077	SW
1992	CENTRAL	20	SW, NON-IRRIGATED, SF	11	Yakima	53077	SW
1993	CENTRAL	20	SW, NON-IRRIGATED, SF	14.5	Yakima	53077	SW
1994	CENTRAL	20	SW, NON-IRRIGATED, SF	16.7	Yakima	53077	SW
1972	EAST CENTRAL	50	WW, NON-IRRIGATED	31.6	Adams	53001	WW
1973	EAST CENTRAL	50	WW, NON-IRRIGATED	21.3	Adams	53001	WW
1974	EAST CENTRAL	50	WW, NON-IRRIGATED	29.4	Adams	53001	WW
1975	EAST CENTRAL	50	WW, NON-IRRIGATED	46.2	Adams	53001	WW
1976	EAST CENTRAL	50	WW, NON-IRRIGATED	38	Adams	53001	WW
1977	EAST CENTRAL	50	WW, NON-IRRIGATED	28.9	Adams	53001	WW
1978	EAST CENTRAL	50	WW, NON-IRRIGATED	36.2	Adams	53001	WW
1979	EAST CENTRAL	50	WW, NON-IRRIGATED	34.7	Adams	53001	WW
1981	EAST CENTRAL	50	WW, NON-IRRIGATED	47	Adams	53001	WW
1982	EAST CENTRAL	50	WW, NON-IRRIGATED	31	Adams	53001	WW
1983	EAST CENTRAL	50	WW, NON-IRRIGATED	51.6	Adams	53001	WW
1984	EAST CENTRAL	50	WW, NON-IRRIGATED	42.8	Adams	53001	WW
1985	EAST CENTRAL	50	WW, NON-IRRIGATED	34.7	Adams	53001	WW
1986	EAST CENTRAL	50	WW, NON-IRRIGATED	29	Adams	53001	WW
1987	EAST CENTRAL	50	WW, NON-IRRIGATED	31.6	Adams	53001	WW
1988	EAST CENTRAL	50	WW, NON-IRRIGATED	45.4	Adams	53001	WW
1989	EAST CENTRAL	50	WW, NON-IRRIGATED	32.4	Adams	53001	WW
1990	EAST CENTRAL	50	WW, NON-IRRIGATED	38.1	Adams	53001	WW
1991	EAST CENTRAL	50	WW, NON-IRRIGATED	24.4	Adams	53001	WW
1992	EAST CENTRAL	50	WW, NON-IRRIGATED	30	Adams	53001	WW
1993	EAST CENTRAL	50	WW, NON-IRRIGATED	40.6	Adams	53001	WW
1994	EAST CENTRAL	50	WW, NON-IRRIGATED	38.9	Adams	53001	WW
1995	EAST CENTRAL	50	WW, NON-IRRIGATED	44.4	Adams	53001	WW
1996	EAST CENTRAL	50	WW, NON-IRRIGATED	54.4	Adams	53001	WW
1997	EAST CENTRAL	50	WW, NON-IRRIGATED	58.8	Adams	53001	WW
1998	EAST CENTRAL	50	WW, NON-IRRIGATED	55.8	Adams	53001	WW
1999	EAST CENTRAL	50	WW, NON-IRRIGATED	38.3	Adams	53001	WW
2000	EAST CENTRAL	50	WW, NON-IRRIGATED	54.5	Adams	53001	WW
2001	EAST CENTRAL	50	WW, NON-IRRIGATED	34.9	Adams	53001	WW
2002	EAST CENTRAL	50	WW, NON-IRRIGATED	40.3	Adams	53001	WW
2003	EAST CENTRAL	50	WW, NON-IRRIGATED	47.1	Adams	53001	WW
2004	EAST CENTRAL	50	WW, NON-IRRIGATED	47.9	Adams	53001	WW
2005	EAST CENTRAL	50	WW, NON-IRRIGATED	43.8	Adams	53001	WW
2006	EAST CENTRAL	50	WW, NON-IRRIGATED	41.3	Adams	53001	WW
2007	EAST CENTRAL	50	WW, NON-IRRIGATED	43.9	Adams	53001	WW
1972	SOUTHEAST	90	WW, NON-IRRIGATED	45.5	Asotin	53003	WW
1973	SOUTHEAST	90	WW, NON-IRRIGATED	36	Asotin	53003	WW
1974	SOUTHEAST	90	WW, NON-IRRIGATED	36	Asotin	53003	WW
1975	SOUTHEAST	90	WW, NON-IRRIGATED	40	Asotin	53003	WW
1976	SOUTHEAST	90	WW, NON-IRRIGATED	35	Asotin	53003	WW
1977	SOUTHEAST	90	WW, NON-IRRIGATED	28	Asotin	53003	WW
1978	SOUTHEAST	90	WW, NON-IRRIGATED	43	Asotin	53003	WW
1979	SOUTHEAST	90	WW, NON-IRRIGATED	40	Asotin	53003	WW
1981	SOUTHEAST	90	WW, NON-IRRIGATED	60	Asotin	53003	WW
1982	SOUTHEAST	90	WW, NON-IRRIGATED	42	Asotin	53003	WW
1983	SOUTHEAST	90	WW, NON-IRRIGATED	54.1	Asotin	53003	WW
1984	SOUTHEAST	90	WW, NON-IRRIGATED	51	Asotin	53003	WW
1985	SOUTHEAST	90	WW, NON-IRRIGATED	28	Asotin	53003	WW
1986	SOUTHEAST	90	WW, NON-IRRIGATED	44.6	Asotin	53003	WW
1987	SOUTHEAST	90	WW, NON-IRRIGATED	51	Asotin	53003	WW
1988	SOUTHEAST	90	WW, NON-IRRIGATED	49	Asotin	53003	WW
1989	SOUTHEAST	90	WW, NON-IRRIGATED	48	Asotin	53003	WW
1990	SOUTHEAST	90	WW, NON-IRRIGATED	65	Asotin	53003	WW
1991	SOUTHEAST	90	WW, NON-IRRIGATED	47	Asotin	53003	WW
1992	SOUTHEAST	90	WW, NON-IRRIGATED	27.9	Asotin	53003	WW
1993	SOUTHEAST	90	WW, NON-IRRIGATED	66.7	Asotin	53003	WW
1994	SOUTHEAST	90	WW, NON-IRRIGATED	51.1	Asotin	53003	WW
1995	SOUTHEAST	90	WW, NON-IRRIGATED	52.9	Asotin	53003	WW
1996	SOUTHEAST	90	WW, NON-IRRIGATED	64.2	Asotin	53003	WW
1997	SOUTHEAST	90	WW, NON-IRRIGATED	55.4	Asotin	53003	WW
1998	SOUTHEAST	90	WW, NON-IRRIGATED	55.5	Asotin	53003	WW
1999	SOUTHEAST	90	WW, NON-IRRIGATED	53.7	Asotin	53003	WW
2000	SOUTHEAST	90	WW, NON-IRRIGATED	62.5	Asotin	53003	WW
2001	SOUTHEAST	90	WW, NON-IRRIGATED	41.6	Asotin	53003	WW
2002	SOUTHEAST	90	WW, NON-IRRIGATED	42.1	Asotin	53003	WW
2003	SOUTHEAST	90	WW, NON-IRRIGATED	45.1	Asotin	53003	WW
2004	SOUTHEAST	90	WW, NON-IRRIGATED	47.7	Asotin	53003	WW
2005	SOUTHEAST	90	WW, NON-IRRIGATED	55	Asotin	53003	WW
2006	SOUTHEAST	90	WW, NON-IRRIGATED	48.7	Asotin	53003	WW
2007	SOUTHEAST	90	WW, NON-IRRIGATED	45	Asotin	53003	WW
1972	CENTRAL	20	WW, NON-IRRIGATED	24.8	Benton	53005	WW
1973	CENTRAL	20	WW, NON-IRRIGATED	17	Benton	53005	WW
1974	CENTRAL	20	WW, NON-IRRIGATED	27.6	Benton	53005	WW
1975	CENTRAL	20	WW, NON-IRRIGATED	34.3	Benton	53005	WW
1976	CENTRAL	20	WW, NON-IRRIGATED	26.2	Benton	53005	WW
1977	CENTRAL	20	WW, NON-IRRIGATED	12.7	Benton	53005	WW
1978	CENTRAL	20	WW, NON-IRRIGATED	26.4	Benton	53005	WW
1979	CENTRAL	20	WW, NON-IRRIGATED	22	Benton	53005	WW
1980	CENTRAL	20	WW, NON-IRRIGATED	34	Benton	53005	WW
1981	CENTRAL	20	WW, NON-IRRIGATED	42.1	Benton	53005	WW
1982	CENTRAL	20	WW, NON-IRRIGATED	24.2	Benton	53005	WW
1983	CENTRAL	20	WW, NON-IRRIGATED	33.9	Benton	53005	WW
1984	CENTRAL	20	WW, NON-IRRIGATED	34	Benton	53005	WW
1985	CENTRAL	20	WW, NON-IRRIGATED	24.5	Benton	53005	WW
1986	CENTRAL	20	WW, NON-IRRIGATED	23.8	Benton	53005	WW
1987	CENTRAL	20	WW, NON-IRRIGATED	37	Benton	53005	WW
1988	CENTRAL	20	WW, NON-IRRIGATED	38.9	Benton	53005	WW
1989	CENTRAL	20	WW, NON-IRRIGATED	25.2	Benton	53005	WW
1990	CENTRAL	20	WW, NON-IRRIGATED	23.7	Benton	53005	WW
1991	CENTRAL	20	WW, NON-IRRIGATED	16.5	Benton	53005	WW
1992	CENTRAL	20	WW, NON-IRRIGATED	21.1	Benton	53005	WW
1993	CENTRAL	20	WW, NON-IRRIGATED	32.4	Benton	53005	WW
1994	CENTRAL	20	WW, NON-IRRIGATED	34.3	Benton	53005	WW
1995	CENTRAL	20	WW, NON-IRRIGATED	36.9	Benton	53005	WW
1996	CENTRAL	20	WW, NON-IRRIGATED	46.1	Benton	53005	WW
1997	CENTRAL	20	WW, NON-IRRIGATED	36.7	Benton	53005	WW
1998	CENTRAL	20	WW, NON-IRRIGATED	33.8	Benton	53005	WW
1999	CENTRAL	20	WW, NON-IRRIGATED	29.1	Benton	53005	WW
2003	CENTRAL	20	WW, NON-IRRIGATED	15.3	Benton	53005	WW
2004	CENTRAL	20	WW, NON-IRRIGATED	35.5	Benton	53005	WW
2005	CENTRAL	20	WW, NON-IRRIGATED	30.2	Benton	53005	WW
2006	CENTRAL	20	WW, NON-IRRIGATED	26.7	Benton	53005	WW
2007	CENTRAL	20	WW, NON-IRRIGATED	30.2	Benton	53005	WW
1972	CENTRAL	20	WW, NON-IRRIGATED	26	Chelan	53007	WW
1973	CENTRAL	20	WW, NON-IRRIGATED	19	Chelan	53007	WW
1974	CENTRAL	20	WW, NON-IRRIGATED	27	Chelan	53007	WW
1975	CENTRAL	20	WW, NON-IRRIGATED	35.6	Chelan	53007	WW
1976	CENTRAL	20	WW, NON-IRRIGATED	32	Chelan	53007	WW
1977	CENTRAL	20	WW, NON-IRRIGATED	18	Chelan	53007	WW
1978	CENTRAL	20	WW, NON-IRRIGATED	17.8	Chelan	53007	WW
1979	CENTRAL	20	WW, NON-IRRIGATED	29	Chelan	53007	WW
1980	CENTRAL	20	WW, NON-IRRIGATED	29	Chelan	53007	WW
1981	CENTRAL	20	WW, NON-IRRIGATED	55	Chelan	53007	WW
1982	CENTRAL	20	WW, NON-IRRIGATED	40	Chelan	53007	WW
1983	CENTRAL	20	WW, NON-IRRIGATED	39	Chelan	53007	WW
1984	CENTRAL	20	WW, NON-IRRIGATED	38.9	Chelan	53007	WW
1985	CENTRAL	20	WW, NON-IRRIGATED	35.3	Chelan	53007	WW
1986	CENTRAL	20	WW, NON-IRRIGATED	39.3	Chelan	53007	WW
1987	CENTRAL	20	WW, NON-IRRIGATED	40	Chelan	53007	WW
1988	CENTRAL	20	WW, NON-IRRIGATED	42	Chelan	53007	WW
1989	CENTRAL	20	WW, NON-IRRIGATED	30	Chelan	53007	WW
1990	CENTRAL	20	WW, NON-IRRIGATED	28.6	Chelan	53007	WW
1991	CENTRAL	20	WW, NON-IRRIGATED	23.3	Chelan	53007	WW
1992	CENTRAL	20	WW, NON-IRRIGATED	27.7	Chelan	53007	WW
1993	CENTRAL	20	WW, NON-IRRIGATED	50	Chelan	53007	WW
1994	CENTRAL	20	WW, NON-IRRIGATED	49.2	Chelan	53007	WW
1972	WESTERN	10	WW, NON-IRRIGATED	51	Clallam	53009	WW
1973	WESTERN	10	WW, NON-IRRIGATED	49	Clallam	53009	WW
1974	WESTERN	10	WW, NON-IRRIGATED	47	Clallam	53009	WW
1975	WESTERN	10	WW, NON-IRRIGATED	48	Clallam	53009	WW
1976	WESTERN	10	WW, NON-IRRIGATED	61	Clallam	53009	WW
1977	WESTERN	10	WW, NON-IRRIGATED	55	Clallam	53009	WW
1978	WESTERN	10	WW, NON-IRRIGATED	48	Clallam	53009	WW
1979	WESTERN	10	WW, NON-IRRIGATED	60	Clallam	53009	WW
1972	WESTERN	10	WW, NON-IRRIGATED	30	Clark	53011	WW
1973	WESTERN	10	WW, NON-IRRIGATED	50	Clark	53011	WW
1974	WESTERN	10	WW, NON-IRRIGATED	51	Clark	53011	WW
1975	WESTERN	10	WW, NON-IRRIGATED	50	Clark	53011	WW
1976	WESTERN	10	WW, NON-IRRIGATED	50	Clark	53011	WW
1977	WESTERN	10	WW, NON-IRRIGATED	60	Clark	53011	WW
1978	WESTERN	10	WW, NON-IRRIGATED	68	Clark	53011	WW
1979	WESTERN	10	WW, NON-IRRIGATED	79	Clark	53011	WW
1980	WESTERN	10	WW, NON-IRRIGATED	64	Clark	53011	WW
1981	WESTERN	10	WW, NON-IRRIGATED	45	Clark	53011	WW
1982	WESTERN	10	WW, NON-IRRIGATED	58.1	Clark	53011	WW
1983	WESTERN	10	WW, NON-IRRIGATED	51.4	Clark	53011	WW
1984	WESTERN	10	WW, NON-IRRIGATED	85	Clark	53011	WW
1985	WESTERN	10	WW, NON-IRRIGATED	65	Clark	53011	WW
1986	WESTERN	10	WW, NON-IRRIGATED	66	Clark	53011	WW
1987	WESTERN	10	WW, NON-IRRIGATED	65	Clark	53011	WW
1988	WESTERN	10	WW, NON-IRRIGATED	50	Clark	53011	WW
1989	WESTERN	10	WW, NON-IRRIGATED	84	Clark	53011	WW
1990	WESTERN	10	WW, NON-IRRIGATED	70	Clark	53011	WW
1972	SOUTHEAST	90	WW, NON-IRRIGATED	66.9	Columbia	53013	WW
1973	SOUTHEAST	90	WW, NON-IRRIGATED	59.4	Columbia	53013	WW
1974	SOUTHEAST	90	WW, NON-IRRIGATED	57.9	Columbia	53013	WW
1975	SOUTHEAST	90	WW, NON-IRRIGATED	52	Columbia	53013	WW
1976	SOUTHEAST	90	WW, NON-IRRIGATED	52.4	Columbia	53013	WW
1977	SOUTHEAST	90	WW, NON-IRRIGATED	41.2	Columbia	53013	WW
1978	SOUTHEAST	90	WW, NON-IRRIGATED	53.9	Columbia	53013	WW
1979	SOUTHEAST	90	WW, NON-IRRIGATED	49.9	Columbia	53013	WW
1981	SOUTHEAST	90	WW, NON-IRRIGATED	67.7	Columbia	53013	WW
1982	SOUTHEAST	90	WW, NON-IRRIGATED	57	Columbia	53013	WW
1983	SOUTHEAST	90	WW, NON-IRRIGATED	74.8	Columbia	53013	WW
1984	SOUTHEAST	90	WW, NON-IRRIGATED	79	Columbia	53013	WW
1985	SOUTHEAST	90	WW, NON-IRRIGATED	53	Columbia	53013	WW
1986	SOUTHEAST	90	WW, NON-IRRIGATED	56.5	Columbia	53013	WW
1987	SOUTHEAST	90	WW, NON-IRRIGATED	67.9	Columbia	53013	WW
1988	SOUTHEAST	90	WW, NON-IRRIGATED	55.9	Columbia	53013	WW
1989	SOUTHEAST	90	WW, NON-IRRIGATED	60.9	Columbia	53013	WW
1990	SOUTHEAST	90	WW, NON-IRRIGATED	72.6	Columbia	53013	WW
1991	SOUTHEAST	90	WW, NON-IRRIGATED	74.4	Columbia	53013	WW
1992	SOUTHEAST	90	WW, NON-IRRIGATED	59.9	Columbia	53013	WW
1993	SOUTHEAST	90	WW, NON-IRRIGATED	80.9	Columbia	53013	WW
1994	SOUTHEAST	90	WW, NON-IRRIGATED	50	Columbia	53013	WW
1995	SOUTHEAST	90	WW, NON-IRRIGATED	71	Columbia	53013	WW
1997	SOUTHEAST	90	WW, NON-IRRIGATED	70.2	Columbia	53013	WW
1998	SOUTHEAST	90	WW, NON-IRRIGATED	74	Columbia	53013	WW
1975	WESTERN	10	WW, NON-IRRIGATED	76	Cowlitz	53015	WW
1977	WESTERN	10	WW, NON-IRRIGATED	70	Cowlitz	53015	WW
1978	WESTERN	10	WW, NON-IRRIGATED	68	Cowlitz	53015	WW
1979	WESTERN	10	WW, NON-IRRIGATED	80	Cowlitz	53015	WW
1980	WESTERN	10	WW, NON-IRRIGATED	88	Cowlitz	53015	WW
1981	WESTERN	10	WW, NON-IRRIGATED	59	Cowlitz	53015	WW
1972	EAST CENTRAL	50	WW, NON-IRRIGATED	40.5	Douglas	53017	WW
1973	EAST CENTRAL	50	WW, NON-IRRIGATED	22.9	Douglas	53017	WW
1974	EAST CENTRAL	50	WW, NON-IRRIGATED	26.9	Douglas	53017	WW
1975	EAST CENTRAL	50	WW, NON-IRRIGATED	37	Douglas	53017	WW
1976	EAST CENTRAL	50	WW, NON-IRRIGATED	32.9	Douglas	53017	WW
1977	EAST CENTRAL	50	WW, NON-IRRIGATED	21.9	Douglas	53017	WW
1978	EAST CENTRAL	50	WW, NON-IRRIGATED	13.8	Douglas	53017	WW
1979	EAST CENTRAL	50	WW, NON-IRRIGATED	19	Douglas	53017	WW
1981	EAST CENTRAL	50	WW, NON-IRRIGATED	50	Douglas	53017	WW
1982	EAST CENTRAL	50	WW, NON-IRRIGATED	39	Douglas	53017	WW
1983	EAST CENTRAL	50	WW, NON-IRRIGATED	47.6	Douglas	53017	WW
1984	EAST CENTRAL	50	WW, NON-IRRIGATED	48	Douglas	53017	WW
1985	EAST CENTRAL	50	WW, NON-IRRIGATED	41	Douglas	53017	WW
1986	EAST CENTRAL	50	WW, NON-IRRIGATED	34	Douglas	53017	WW
1987	EAST CENTRAL	50	WW, NON-IRRIGATED	45.9	Douglas	53017	WW
1988	EAST CENTRAL	50	WW, NON-IRRIGATED	51.8	Douglas	53017	WW
1989	EAST CENTRAL	50	WW, NON-IRRIGATED	30.7	Douglas	53017	WW
1990	EAST CENTRAL	50	WW, NON-IRRIGATED	39.2	Douglas	53017	WW
1991	EAST CENTRAL	50	WW, NON-IRRIGATED	28.3	Douglas	53017	WW
1992	EAST CENTRAL	50	WW, NON-IRRIGATED	31.1	Douglas	53017	WW
1993	EAST CENTRAL	50	WW, NON-IRRIGATED	51.5	Douglas	53017	WW
1994	EAST CENTRAL	50	WW, NON-IRRIGATED	43	Douglas	53017	WW
1995	EAST CENTRAL	50	WW, NON-IRRIGATED	41.5	Douglas	53017	WW
1996	EAST CENTRAL	50	WW, NON-IRRIGATED	42.1	Douglas	53017	WW
1997	EAST CENTRAL	50	WW, NON-IRRIGATED	47.6	Douglas	53017	WW
1998	EAST CENTRAL	50	WW, NON-IRRIGATED	46.5	Douglas	53017	WW
1999	EAST CENTRAL	50	WW, NON-IRRIGATED	45.7	Douglas	53017	WW
1972	NORTHEAST	30	WW, NON-IRRIGATED	46	Ferry	53019	WW
1973	NORTHEAST	30	WW, NON-IRRIGATED	21	Ferry	53019	WW
1974	NORTHEAST	30	WW, NON-IRRIGATED	25.3	Ferry	53019	WW
1975	NORTHEAST	30	WW, NON-IRRIGATED	24.3	Ferry	53019	WW
