"Year","Month","tasmin","tasmax","pr","PotEvap","gcm"
2033,1,270.3937075,275.7126376,136.8476357,8.170809808,"inmcm4"
2033,2,270.9811117,280.6641621,166.3742594,20.45905756,"inmcm4"
2033,3,273.6053285,283.3891688,70.40527569,45.59118058,"inmcm4"
2033,4,273.7686537,285.5590885,33.73106207,74.96809462,"inmcm4"
2033,5,278.9508663,290.6712655,46.39377907,129.9658392,"inmcm4"
2033,6,285.1373579,298.3625077,81.03582593,171.8685386,"inmcm4"
2033,7,286.0334603,301.8940762,9.0107549,200.7410327,"inmcm4"
2033,8,283.3827847,303.0822266,1.671078893,189.9812331,"inmcm4"
2033,9,282.930345,292.2220023,36.36176068,93.30546394,"inmcm4"
2033,10,275.7963196,289.2655627,26.21542898,53.57913499,"inmcm4"
2033,11,272.5105933,279.178852,161.6481876,16.36413512,"inmcm4"
2033,12,270.3044997,275.621861,137.5868538,7.078246117,"inmcm4"
2034,1,269.2564588,275.8259494,71.92521713,7.569275575,"inmcm4"
2034,2,269.64352,277.7933484,130.7537268,14.53121598,"inmcm4"
2034,3,272.2821153,282.5306165,41.73086591,43.94903139,"inmcm4"
2034,4,274.945565,286.1609042,67.39195652,77.04517645,"inmcm4"
2034,5,279.5604297,291.1896527,37.97953049,128.4526556,"inmcm4"
2034,6,281.2289771,291.8851624,21.7071557,138.8886035,"inmcm4"
2034,7,285.8166255,297.4340256,11.62164589,170.3462655,"inmcm4"
2034,8,285.0937953,298.0383529,22.92354297,152.9068058,"inmcm4"
2034,9,281.511087,298.2457559,2.694117928,122.2814199,"inmcm4"
2034,10,278.0629978,290.2401547,83.90647528,65.52895205,"inmcm4"
2034,11,273.2779891,280.8953248,129.9068849,17.70499125,"inmcm4"
2034,12,269.9828779,275.9218043,208.173438,6.740009109,"inmcm4"
2035,1,270.9042672,276.3516645,100.5304588,8.948669148,"inmcm4"
2035,2,271.2921398,278.0857822,163.811471,18.0447585,"inmcm4"
2035,3,271.2698909,282.516227,11.62710372,41.35760014,"inmcm4"
2035,4,273.3867654,287.9702596,9.869402155,85.59667813,"inmcm4"
2035,5,276.191314,294.5879604,31.93037823,151.8279066,"inmcm4"
2035,6,281.1695417,297.8826668,45.65468087,171.3300939,"inmcm4"
2035,7,284.976445,308.3086325,0.995935679,263.5283589,"inmcm4"
2035,8,284.2405616,304.6673967,6.693413813,207.309921,"inmcm4"
2035,9,281.7514874,295.6824772,40.36655367,111.406752,"inmcm4"
2035,10,275.4591803,291.9629542,18.96234428,67.53970838,"inmcm4"
2035,11,269.6300158,279.1218236,26.01099857,14.92932715,"inmcm4"
2035,12,264.6356441,270.7962876,92.1470882,1.645895021,"inmcm4"
2036,1,267.9461623,274.7794366,152.4408783,4.963429592,"inmcm4"
2036,2,270.360577,277.9817529,111.9763681,16.09618187,"inmcm4"
2036,3,273.2365175,282.1893242,117.9966449,45.88739634,"inmcm4"
2036,4,274.4403656,284.6209096,64.74150313,71.53349861,"inmcm4"
2036,5,276.9838746,289.0205568,16.73686384,119.7214124,"inmcm4"
2036,6,280.4796674,295.5588293,27.22487146,161.3948304,"inmcm4"
2036,7,285.7031514,303.8723244,9.182381872,214.4747826,"inmcm4"
2036,8,284.5732746,301.5980004,35.73631893,178.7571342,"inmcm4"
2036,9,282.6638076,290.5813027,27.90513899,91.80750101,"inmcm4"
2036,10,276.0380479,289.2690754,18.57792598,59.49340519,"inmcm4"
2036,11,271.9289075,278.9545013,112.9032032,13.08996986,"inmcm4"
2036,12,269.3278792,275.2166322,98.62544065,6.06866871,"inmcm4"
2037,1,270.5734928,277.02882,131.5916605,8.297711796,"inmcm4"
2037,2,271.681929,280.9020184,45.45513119,22.5639264,"inmcm4"
2037,3,273.1537524,282.9597648,50.93442462,49.16528905,"inmcm4"
2037,4,274.1515952,285.3182583,48.12498421,75.05078394,"inmcm4"
2037,5,280.5242258,294.6066916,21.0636119,142.4106712,"inmcm4"
2037,6,281.5382959,293.7520161,29.54267768,144.5744447,"inmcm4"
2037,7,284.78949,300.3699055,31.0905842,189.7447583,"inmcm4"
2037,8,283.3653865,298.3385584,4.872740011,159.789142,"inmcm4"
2037,9,280.7350422,294.9569322,22.77956041,108.6626631,"inmcm4"
2037,10,277.5182992,287.7235325,87.33699942,51.97023849,"inmcm4"
2037,11,272.4685762,279.4550712,128.783413,13.82753342,"inmcm4"
2037,12,271.280613,277.5263888,225.2598021,8.284503112,"inmcm4"
2038,1,270.0510884,276.0047074,103.8592508,6.982815166,"inmcm4"
2038,2,269.4768534,277.4834953,58.93899228,14.73659872,"inmcm4"
2038,3,272.2768116,282.4127229,85.41977305,46.46249036,"inmcm4"
2038,4,273.1686796,284.8879391,79.72560911,72.99082311,"inmcm4"
2038,5,279.9039664,291.7386741,47.86409628,134.2171017,"inmcm4"
2038,6,280.9890692,295.8892732,22.62442403,165.3747966,"inmcm4"
2038,7,287.3323372,302.4807471,28.4165306,202.3623691,"inmcm4"
2038,8,284.8704709,305.093226,1.171446458,199.5450523,"inmcm4"
2038,9,281.8411795,297.8305352,12.21213973,127.0532171,"inmcm4"
2038,10,277.3648441,291.0701242,41.62068691,61.94579347,"inmcm4"
2038,11,271.9993346,280.8572376,70.56515344,17.3739452,"inmcm4"
2038,12,269.7805178,276.1382836,150.8643527,6.58391501,"inmcm4"
2039,1,270.1017585,277.19831,50.23254074,8.016036139,"inmcm4"
2039,2,271.4776694,279.9710756,93.90612262,20.09819264,"inmcm4"
2039,3,272.4361797,284.3788752,24.46962844,49.92899613,"inmcm4"
2039,4,274.4041077,284.1396132,104.8425007,70.63572454,"inmcm4"
2039,5,276.4925751,289.6911822,28.80998423,124.3013164,"inmcm4"
2039,6,280.907798,295.0981602,29.60143212,156.7259891,"inmcm4"
2039,7,285.390975,300.5883095,30.20477394,198.7758796,"inmcm4"
2039,8,282.8972374,302.4111787,2.224176753,189.737986,"inmcm4"
2039,9,278.7812466,300.1141692,1.968336407,138.0376864,"inmcm4"
2039,10,273.638092,290.0013793,42.62772318,70.13772766,"inmcm4"
2039,11,272.5520615,279.8738177,146.0985609,15.97734959,"inmcm4"
2039,12,268.1653577,275.0041094,92.10037593,5.749279683,"inmcm4"
2040,1,269.8296608,275.4081618,193.1003956,7.901566049,"inmcm4"
2040,2,268.8035113,276.6104682,56.584577,12.08803949,"inmcm4"
2040,3,272.1337177,282.958291,83.25791872,48.02485399,"inmcm4"
2040,4,274.4863676,289.2052743,27.37932921,91.72213038,"inmcm4"
2040,5,279.3421342,292.2137249,40.22213569,131.534555,"inmcm4"
2040,6,283.5603706,297.1318307,40.17827893,170.8759271,"inmcm4"
2040,7,285.4588791,300.1169341,18.33943129,186.1350006,"inmcm4"
2040,8,286.0363344,299.0334889,16.08020241,167.2019946,"inmcm4"
2040,9,281.9942377,298.7416603,13.70734173,115.6381471,"inmcm4"
2040,10,275.5160221,287.6244242,36.75466232,56.20095716,"inmcm4"
2040,11,267.8511374,274.9847867,152.2512744,7.470180353,"inmcm4"
2040,12,267.2194632,273.8132465,121.0017326,4.386584461,"inmcm4"
2041,1,263.3076508,272.056612,80.573324,2.185452822,"inmcm4"
2041,2,271.7980946,280.0364185,59.24155978,17.77060506,"inmcm4"
2041,3,273.0005194,283.7748464,40.22424303,49.79428963,"inmcm4"
2041,4,275.0518279,285.6289633,59.96751004,78.14849998,"inmcm4"
2041,5,279.9730597,291.0440282,77.26407399,122.959533,"inmcm4"
2041,6,280.9757215,295.7289275,7.931540989,166.1856654,"inmcm4"
2041,7,287.1358522,304.8530016,5.681566382,221.473104,"inmcm4"
2041,8,283.8722696,301.1272658,12.72546883,177.8019273,"inmcm4"
2041,9,280.201076,299.1170625,7.658642415,135.1149093,"inmcm4"
2041,10,273.8384882,289.5928149,45.78869989,68.1818259,"inmcm4"
2041,11,271.4524331,279.4364687,67.17575218,13.69865461,"inmcm4"
2041,12,264.128776,271.5682544,20.36177366,1.968420996,"inmcm4"
2042,1,267.3216533,274.9476182,47.4950901,6.065300783,"inmcm4"
2042,2,270.7796472,278.8431475,43.10766989,16.36245754,"inmcm4"
2042,3,271.6039913,284.3572177,11.3452948,52.09590757,"inmcm4"
2042,4,274.6169024,288.414332,42.10251564,92.40352599,"inmcm4"
2042,5,281.12363,295.02985,85.2577176,146.4135203,"inmcm4"
2042,6,280.8848369,296.8342056,13.86615773,173.6216288,"inmcm4"
2042,7,282.2363376,300.4327954,5.35736494,201.946338,"inmcm4"
2042,8,284.8936878,302.5276943,7.51461813,187.4185776,"inmcm4"
2042,9,282.6576926,293.791874,32.44157436,97.83333303,"inmcm4"
2042,10,276.2025307,286.8220873,120.5538242,52.08652517,"inmcm4"
2042,11,274.5459829,281.2342515,116.1676785,19.96878759,"inmcm4"
2042,12,269.5132968,276.2280726,67.07614287,7.252770718,"inmcm4"
2043,1,269.6491925,276.64858,163.1141777,8.112574995,"inmcm4"
2043,2,270.1909339,278.4660472,42.51056452,16.13518803,"inmcm4"
2043,3,272.6888111,283.2106105,24.94850438,47.05511469,"inmcm4"
2043,4,274.0502059,288.8022338,9.708798159,92.05534856,"inmcm4"
2043,5,278.1509656,289.5333809,33.10717655,124.1774497,"inmcm4"
2043,6,282.7135976,295.2110196,48.0544617,151.8907916,"inmcm4"
2043,7,284.5526633,298.565004,3.603715181,179.7166688,"inmcm4"
2043,8,283.4476851,301.6761868,6.196547453,183.9660573,"inmcm4"
2043,9,282.3564452,295.6917027,16.44494416,106.5460487,"inmcm4"
2043,10,276.0522797,290.1170918,14.40273474,60.44301418,"inmcm4"
2043,11,272.2703762,278.8585627,217.097407,14.97358079,"inmcm4"
2043,12,269.8402965,275.4268861,158.3203862,6.540759265,"inmcm4"
2044,1,269.5421553,277.3361311,53.6497969,8.05825298,"inmcm4"
2044,2,270.0309177,280.5330987,44.36140503,19.07529689,"inmcm4"
