LON	LAT	ET_pot	T_act	Soil_evap	Residue_evap	Precipitation	crop_water_intercepted	Residue_water_intercepted	Soil_water	WW_Yield
-117.31300000000	46.60440000000	1291.34900000000	182.52964516100	233.83193548400	48.61045161290	500.32122580600	27.07296774190	48.32212903230	30.90974193550	5078.822903
-117.60500000000	46.60440000000	1361.68616129000	157.60600000000	230.53387096800	41.03996774190	438.73377419400	26.25974193550	40.75425806450	1.62400000000	3712.053548
-118.14600000000	46.60440000000	1377.77583871000	98.56496774190	205.09961290300	23.89435483870	329.44112903200	20.15083870970	23.76319354840	0.00000000000	1944.961613
-117.85500000000	46.72940000000	1349.26554839000	131.30393548400	204.60651612900	31.09116129030	370.05496774200	22.03116129030	30.88693548390	0.00000000000	2667.463226
-117.73000000000	46.72940000000	1335.08445161000	135.45632258100	207.53038709700	33.94683870970	380.51164516100	23.32045161290	33.74951612900	0.00000000000	2832.94
-117.60500000000	46.72940000000	1349.80761290000	81.13883870970	235.59419354800	25.12741935480	436.09261290300	25.48122580650	24.99009677420	93.44606451610	2378.972581
-117.43800000000	46.89600000000	1239.51096774000	179.35816129000	216.34519354800	45.53429032260	481.22374193500	24.15396774190	45.27767741940	36.21500000000	4999.010645
-117.73000000000	46.89600000000	1301.90083871000	149.65112903200	205.53812903200	36.48558064520	398.57470967700	22.42600000000	36.33500000000	0.56096774194	3263.844516
-118.02100000000	46.89600000000	1324.12919355000	132.44258064500	193.29783871000	30.48809677420	360.43232258100	20.62051612900	30.32225806450	0.00000000000	2654.333226
-118.14600000000	47.02100000000	1298.70290323000	88.31245161290	176.63532258100	23.13548387100	318.77058064500	18.44409677420	23.07800000000	29.12729032260	2055.073871
-117.85500000000	47.02100000000	1310.98070968000	143.05122580600	200.87687096800	33.77151612900	383.60990322600	21.06516129030	33.67054838710	0.00000000000	2957.027742
-117.73000000000	47.02100000000	1286.77332258000	151.50448387100	206.05235483900	37.41941935480	404.55693548400	22.35461290320	37.28774193550	1.98629032258	3394.751613
-117.60500000000	47.02100000000	1274.97058065000	158.98619354800	211.73390322600	40.27625806450	424.28100000000	23.23158064520	40.07793548390	5.62674193548	3749.87129
-117.43800000000	47.02100000000	1220.93606452000	180.40800000000	217.85122580600	45.06183870970	486.32232258100	23.73187096770	44.79403225810	39.53612903230	5085.164839
-117.60500000000	47.14600000000	1252.89419355000	166.67816129000	209.76045161300	42.08393548390	441.39625806500	23.23170967740	41.86919354840	17.02116129030	4220.709677
-117.85500000000	47.14600000000	1271.46941935000	155.94780645200	195.92019354800	36.15354838710	402.01093548400	20.78987096770	36.08425806450	6.08454838710	3551.425161
-118.14600000000	47.14600000000	1283.57551613000	90.97703225810	173.66129032300	24.10638709680	326.12112903200	18.62622580650	24.06822580650	35.80761290320	2185.430645
-118.31300000000	47.31270000000	1276.05187097000	117.49525806500	165.30519354800	25.78977419350	311.37167741900	17.18638709680	25.75129032260	0.00000000000	2344.404839
-118.02100000000	47.31270000000	1253.88200000000	156.93251612900	178.28219354800	34.98190322580	387.00190322600	19.27074193550	34.84864516130	9.88129032258	3635.817097
-117.73000000000	47.31270000000	1237.67396774000	165.54132258100	191.51000000000	38.29812903230	418.80606451600	21.05961290320	38.09819354840	17.72000000000	4133.429677
-118.02100000000	47.43770000000	1222.90800000000	150.22629032300	170.48425806500	33.47993548390	364.62303225800	18.90303225810	33.44612903230	2.41067741935	3311.637419
-118.31300000000	47.43770000000	1229.82261290000	126.46983871000	160.42887096800	26.91951612900	317.03619354800	16.72009677420	26.94887096770	0.00000000000	2537.126452
-118.31300000000	47.56270000000	1203.04129032000	142.79351612900	166.38022580600	30.24696774190	346.14406451600	17.57216129030	30.27341935480	0.00000000000	3041.121613
-118.14600000000	47.56270000000	1202.91048387000	143.35929032300	165.23041935500	30.97954838710	345.99616129000	17.84219354840	30.98603225810	0.00000000000	3054.67871
-118.02100000000	47.56270000000	1191.32725806000	152.47893548400	167.22645161300	33.55241935480	365.46958064500	18.70429032260	33.52880645160	4.33719354839	3471.672903
-117.85500000000	47.56270000000	1176.86522581000	173.09077419400	182.63445161300	37.84406451610	432.20616129000	19.88064516130	37.78306451610	36.64925806450	4677.423871
-117.73000000000	47.56270000000	1179.94058064999	174.95687096800	185.61838709700	38.37793548390	444.32748387100	20.18054838710	38.29516129030	43.79012903230	4829.115161
-117.60500000000	47.56270000000	1197.01945161000	141.66751612900	185.88435483900	35.12835483870	439.57445161300	20.30761290320	35.02006451610	74.90835483870	3942.289355
-117.43800000000	47.56270000000	1205.62987097000	142.13929032300	189.18232258100	35.60774193550	436.85548387100	20.84829032260	35.46003225810	68.24132258060	3957.140968
-117.85500000000	47.72930000000	1198.55577419000	173.61364516100	180.13009677400	37.34167741940	430.72074193500	20.17038709680	37.26403225810	37.55035483870	4732.881613
-118.73000000000	47.72930000000	1245.53725806000	120.72616129000	159.70600000000	24.75822580650	308.70009677400	16.13767741940	24.70193548390	0.00000000000	2386.717097
-120.10399000000	47.72930000000	1240.57422581000	148.99367741900	108.75177419400	28.06787096770	307.78377419400	15.65270967740	28.05780645160	16.98838709680	3803.597742
-119.81300000000	47.85430000000	1232.12464516000	123.69696774200	111.92112903200	23.54190322580	285.57790322600	14.66570967740	23.58251612900	25.16512903230	3020.524516
-119.56300000000	47.85430000000	1281.18196774000	95.75103225810	126.78938709700	21.11696774190	284.33767741900	16.16574193550	21.16441935480	39.34641935480	2421.415484
-118.98000000000	47.85430000000	1302.25664516000	143.17612903200	165.91570967700	28.93100000000	345.45596774200	17.53093548390	28.88712903230	0.18587096774	3100.49871
-118.85500000000	47.85430000000	1266.93019355000	149.54641935500	168.59577419400	30.52945161290	358.99306451600	18.04696774190	30.51158064520	2.63232258065	3412.098065
-118.73000000000	47.85430000000	1267.84058065000	139.10203225800	168.70483871000	28.70835483870	342.79825806500	18.00045161290	28.66525806450	0.00000000000	2994.384516
-118.48000000000	47.85430000000	1334.83177419000	111.15319354800	166.58490322600	24.34083870970	306.02451612900	17.90777419350	24.28516129030	0.00000000000	2285.841935
-118.31300000000	47.85430000000	1269.85341935000	117.38241935500	157.97177419400	30.01422580650	354.86864516100	20.03777419350	30.01677419350	47.90422580650	3269.299355
-118.14600000000	47.85430000000	1329.87393548000	102.00819354800	154.96670967700	24.43435483870	303.30983871000	17.83674193550	24.42064516130	20.63748387100	2520.177419
-119.14600000000	48.02100000000	1339.61503226000	124.33190322600	150.55145161300	25.23800000000	319.33109677400	16.46700000000	25.25158064520	17.61458064520	2794.918387
-119.39600000000	48.02100000000	1314.07638710000	94.41906451610	143.41670967700	21.19212903230	293.81061290300	16.44890322580	21.18316129030	33.73112903230	2282.72129
-117.02100000000	46.10440000000	1274.75241935000	109.83167741900	264.05854838700	26.79900000000	412.53780645200	24.58587096770	26.61812903230	11.38664516130	2428.648065
-117.06300000000	46.10440000000	1243.03761290000	121.47006451600	265.03435483900	31.90451612900	459.25829032300	25.79732258060	31.68370967740	39.84429032260	3090.402258
-118.10500000000	46.22940000000	1392.29032258000	188.78032258100	259.45493548400	48.06483870970	530.16448387100	28.65522580650	47.61200000000	27.59670967740	5405.372581
-117.27100000000	46.22940000000	1296.68980645000	83.24206451610	270.55938709700	25.92361290320	388.31209677400	22.86738709680	25.82687096770	8.13670967742	2276.672258
-117.31300000000	46.22940000000	1293.63387097000	72.92667741940	281.54909677400	19.72732258060	400.62906451600	23.54300000000	19.64954838710	25.63716129030	2312.464194
-117.27100000000	46.18770000000	1247.62119355000	95.05141935480	279.77683871000	24.67893548390	404.99545161300	23.05367741940	24.46600000000	4.77132258065	2358.632581
-117.18800000000	46.14610000000	1214.78867742000	123.29758064500	267.55432258100	33.44190322580	460.01506451600	25.29016129030	33.18054838710	34.58080645160	3371.381935
-117.14600000000	46.22940000000	1310.99835484000	78.53396774190	257.27309677400	24.31322580650	371.63506451600	22.29554838710	24.22161290320	10.73058064520	1967.125161
-117.23000000000	46.18770000000	1256.73812903000	86.27312903230	280.87709677400	21.39722580650	392.15432258100	22.08096774190	21.26261290320	2.03241935484	2060.661935
-117.23000000000	46.22940000000	1297.47867742000	81.45474193550	264.41980645200	25.11116129030	379.26361290300	22.52735483870	25.01964516130	7.84583870968	2168.362903
-117.14600000000	46.18770000000	1253.82277419000	104.98583871000	270.34267741900	25.98196774190	408.91816129000	23.49700000000	25.83909677420	6.60006451613	2412.794516
-117.02100000000	46.22940000000	1358.78438710000	86.11400000000	257.59703225800	26.36635483870	391.33106451600	23.90545161290	26.28896774190	20.14370967740	2119.636129
-117.02100000000	46.14610000000	1283.24261290000	87.95609677420	257.64806451600	21.10938709680	372.29767741900	21.68919354840	21.01561290320	4.80838709677	1916.602903
-117.06300000000	46.14610000000	1256.43658065000	111.45274193500	262.22483871000	27.18606451610	413.40645161300	24.08016129030	27.01019354840	12.08351612900	2554.78
-117.06300000000	46.18770000000	1277.06396774000	92.93338709680	271.15883871000	21.95135483870	392.13590322600	22.22751612900	21.82016129030	5.18132258065	2048.625161
-116.98000000000	46.14610000000	1288.50883871000	99.39693548390	254.58941935500	23.95122580650	387.51729032300	22.94354838710	23.80838709680	9.06525806452	2155.713871
-117.06300000000	46.22940000000	1315.31277419000	82.06080645160	256.27625806500	25.26090322580	379.27554838700	22.93151612900	25.18674193550	14.95609677420	2031.186129
-117.10500000000	46.22940000000	1324.23338710000	80.73487096770	261.52535483900	25.14435483870	380.94854838700	22.94196774190	25.05400000000	12.79367741940	2035.155484
-117.10500000000	46.18770000000	1261.33535484000	104.27751612900	272.47387096800	25.44241935480	410.75529032300	23.65206451610	25.25719354840	7.68296774194	2422.03871
-117.10500000000	46.14610000000	1224.15996774000	130.50729032300	259.76016129000	33.14180645160	450.35832258100	25.56470967740	32.82883870970	26.32035483870	3317.913548
-116.98000000000	46.18770000000	1378.84729032000	95.86138709680	288.04087096800	21.48035483870	413.25587096800	23.98093548390	21.29596774190	5.97306451613	2090.180968
-117.06300000000	46.27110000000	1373.85193548000	92.28912903230	256.90248387100	28.10241935480	385.14270967700	23.58712903230	28.02796774190	7.12606451613	2077.907742
-117.02100000000	46.27110000000	1445.05216129000	79.47861290320	258.38096774200	24.94267741940	391.64038709700	25.76822580650	24.81932258060	27.54393548390	2135.793548
-117.23000000000	46.35440000000	1402.18335484000	82.93051612900	264.64487096800	25.28903225810	378.69387096800	22.84535483870	25.13780645160	5.20980645161	1840.190968
-117.23000000000	46.27110000000	1332.84977419000	84.40567741940	260.42061290300	25.94912903230	374.51009677400	22.29803225810	25.87667741940	3.36919354839	2017.847097
-117.18800000000	46.35440000000	1410.26654839000	91.73103225810	265.30577419400	27.60551612900	393.34322580600	23.97609677420	27.44254838710	8.02180645161	2035.194194
-117.18800000000	46.27110000000	1370.85300000000	72.02248387100	247.62883871000	22.45132258060	362.02883871000	23.15432258060	22.34812903230	19.13719354840	1928.073548
-117.35500000000	46.31270000000	1310.81148387000	73.71425806450	276.88129032300	20.36193548390	405.18448387100	24.49309677420	20.26390322580	33.25983870970	2378.625161
-117.27100000000	46.31270000000	1384.22025806000	69.54512903230	259.84709677400	21.72119354840	366.28090322600	22.76019354840	21.60180645160	14.60296774190	1975.002581
-117.31300000000	46.35440000000	1366.47616129000	84.47254838710	260.11867741900	27.24990322580	404.62406451600	25.89512903230	27.04825806450	31.79812903230	2569.182581
-117.27100000000	46.27110000000	1334.00341935000	76.29316129030	268.28400000000	23.63548387100	377.76754838700	22.05580645160	23.55990322580	9.14654838710	2089.430968
-117.27100000000	46.35440000000	1386.04587097000	87.39329032260	263.20664516100	26.89577419350	383.96358064500	23.42929032260	26.73987096770	5.76874193548	1976.169032
-117.39600000000	46.31270000000	1269.95270968000	114.86064516100	257.84716129000	37.32332258060	423.54180645200	25.72029032260	37.03664516130	13.33419354840	3223.79
-117.39600000000	46.35440000000	1295.82987097000	109.70061290300	258.01780645200	34.66977419350	415.85548387100	25.72419354840	34.45525806450	12.79264516130	2949.020968
-117.43800000000	46.35440000000	1255.81977419000	118.98161290300	250.48187096800	37.98841935480	427.18058064500	25.29303225810	37.69448387100	19.21764516130	3272.837419
-117.93800000000	46.35440000000	1321.11745161000	189.99819354800	251.00654838700	47.48790322580	532.60364516100	27.29235483870	47.03119354840	40.87903225810	5611.690323
-118.06300000000	46.31270000000	1337.32822581000	185.52535483900	252.43435483900	45.09651612900	517.19412903200	26.95812903230	44.71948387100	28.61616129030	5373.337742
-118.06300000000	46.35440000000	1344.31448387000	185.52254838700	252.53312903200	44.99409677420	517.19774193500	27.11277419350	44.57309677420	28.48074193550	5306.545806
-118.06300000000	46.27110000000	1378.03267742000	168.13703225800	249.44467741900	42.10732258060	473.62761290300	27.07264516130	41.80483870970	5.47103225806	4215.434839
-117.98000000000	46.31270000000	1339.17835484000	178.11745161300	247.44487096800	44.51203225810	493.93606451600	27.19829032260	44.19116129030	17.51796774190	4847.777419
-118.02100000000	46.27110000000	1354.39825806000	181.83090322600	249.86616129000	46.09025806450	504.84606451600	27.91751612900	45.74522580650	20.33770967740	5070.556774
-118.02100000000	46.35440000000	1338.61832258000	189.07400000000	252.96696774200	46.67841935480	528.89654838700	27.65251612900	46.25280645160	35.83190322580	5552.644516
-117.98000000000	46.35440000000	1327.36361290000	186.05325806500	248.78848387100	46.33816129030	516.26761290300	27.37961290320	45.99129032260	30.28122580650	5298.342581
-118.10500000000	46.27110000000	1390.65329032000	167.71832258100	250.75912903200	42.15106451610	474.09261290300	27.19729032260	41.79419354840	4.86141935484	4174.606774
-118.18800000000	46.31270000000	1389.81896774000	164.14290322600	244.88261290300	41.11006451610	460.06861290300	26.38058064520	40.78622580650	1.42090322581	3920.900645
-118.18800000000	46.35440000000	1359.45790323000	187.38658064500	249.66448387100	46.39945161290	517.97564516100	27.23196774190	46.01832258060	28.01777419350	5380.044839
-118.10500000000	46.31270000000	1347.68135484000	180.48932258100	246.07261290300	45.06541935480	495.44029032300	27.01348387100	44.68145161290	16.65709677420	4915.999355
-118.10500000000	46.35440000000	1353.92909677000	186.34441935500	249.97912903200	46.38703225810	514.63529032300	27.34680645160	46.00470967740	25.67080645160	5281.00129
-118.14600000000	46.35440000000	1358.08758065000	183.97922580600	248.14316129000	45.69954838710	506.46809677400	27.29893548390	45.30987096770	21.48593548390	5086.225161
-118.23000000000	46.31270000000	1381.96206452000	163.24532258100	242.98158064500	40.55483870970	456.34616129000	26.06122580650	40.23561290320	1.07396774194	3899.64871
-118.23000000000	46.35440000000	1360.04548387000	182.34403225800	245.96519354800	44.71309677420	500.00816129000	26.77554838710	44.33503225810	19.55045161290	4983.071613
-118.23000000000	46.47940000000	1371.11064516000	113.49580645200	212.36745161300	27.17580645160	355.08019354800	21.39164516130	26.97848387100	0.00000000000	2321.26871
-118.23000000000	46.52100000000	1382.01806452000	92.89445161290	205.88500000000	22.02987096770	322.47341935500	19.58800000000	21.96409677420	0.00000000000	1822.455484
-118.23000000000	46.43770000000	1361.75770968000	140.20045161300	219.82541935500	32.74009677420	396.67290322600	23.35832258060	32.55880645160	0.00000000000	2990.680968
-118.23000000000	46.39610000000	1360.35964516000	177.25206451600	238.49583871000	42.32193548390	480.13112903200	25.96732258060	42.03716129030	14.20545161290	4598.551935
-118.10500000000	46.47940000000	1385.00022581000	100.80770967700	212.40683871000	24.97935483870	339.92209677400	20.98716129030	24.85432258060	0.00000000000	2075.255484
-118.10500000000	46.43770000000	1367.93312903000	145.32538709700	225.63483871000	35.14903225810	410.94177419400	24.43016129030	34.98619354840	0.00000000000	3209.924194
-118.18800000000	46.43770000000	1363.73241935000	164.15016129000	229.62641935500	38.21487096770	443.72480645200	24.60206451610	38.05061290320	3.29422580645	3819.513871
-118.14600000000	46.43770000000	1367.06890323000	160.21774193500	229.31483871000	37.79841935480	437.00790322600	24.84222580650	37.57183870970	1.79693548387	3702.983548
-118.10500000000	46.39610000000	1358.75874194000	181.00900000000	246.35477419400	43.38451612900	499.50767741900	26.69151612900	43.02938709680	21.95603225810	4881.265161
-118.18800000000	46.39610000000	1356.30074194000	181.60219354800	239.84422580600	43.88270967740	493.43416129000	25.90358064520	43.53570967740	21.18716129030	4896.868065
-118.14600000000	46.39610000000	1359.08800000000	184.79925806500	247.53038709700	44.15532258060	512.96522580600	26.55677419350	43.79948387100	30.76993548390	5200.164194
-117.98000000000	46.52100000000	1390.40135484000	74.64712903230	223.66254838700	21.83358064520	375.80764516100	23.60435483870	21.76745161290	54.53051612900	2033.984194
-118.02100000000	46.52100000000	1387.65938710000	73.55338709680	221.75829032300	21.38438709680	371.17145161300	23.15077419350	21.32545161290	53.37032258060	1981.517097
-117.98000000000	46.43770000000	1351.04293548000	145.44935483900	220.83158064500	37.77161290320	429.04738709700	25.45238709680	37.52490322580	20.09106451610	3920.136452
-118.02100000000	46.43770000000	1360.90206452000	143.43841935500	222.75870967700	36.00093548390	425.05825806500	25.21135483870	35.80370967740	17.55006451610	3801.909355
-118.06300000000	46.43770000000	1361.79009677000	149.74990322600	226.68564516100	36.10380645160	418.40309677400	24.64541935480	35.92877419350	0.00000000000	3383.359355
-118.06300000000	46.47940000000	1384.68561290000	106.68435483900	216.02061290300	26.53683870970	351.18790322600	21.61938709680	26.39496774190	0.00000000000	2232.468065
-118.06300000000	46.39610000000	1349.52683871000	180.00090322600	244.47503225800	43.13977419350	496.05932258100	26.29274193550	42.80180645160	21.80806451610	4859.067419
-118.02100000000	46.39610000000	1344.66600000000	182.37187096800	244.96496774200	44.29722580650	503.17893548400	26.62016129030	43.87622580650	25.59577419350	5024.973226
-117.98000000000	46.39610000000	1335.74725806000	181.84877419400	243.83761290300	44.69164516130	501.80819354800	26.62106451610	44.34254838710	25.68654838710	4996.534194
-117.98000000000	46.47940000000	1378.11761290000	123.32270967700	212.81974193500	30.40229032260	374.88445161300	24.04864516130	30.26687096770	1.29525806452	2906.394839
-117.89600000000	46.52100000000	1373.15809677000	133.64561290300	219.56525806500	33.99958064520	402.42206451600	24.85354838710	33.77200000000	8.54551612903	3351.544194
-117.81300000000	46.43770000000	1345.53909677000	167.02912903200	236.07777419400	41.32925806450	458.97000000000	26.02777419350	40.97303225810	6.00800000000	4085.927742
-117.81300000000	46.47940000000	1342.72706452000	162.81406451600	229.15283871000	40.68435483870	443.36990322600	25.30519354840	40.43451612900	2.64609677419	3889.627742
-117.89600000000	46.43770000000	1350.58903226000	165.56819354800	235.15203225800	40.47558064520	454.95464516100	26.18664516130	40.15745161290	5.28516129032	4019.789032
-117.85500000000	46.52100000000	1368.09616129000	141.82851612900	225.08135483900	35.58770967740	406.93461290300	24.51200000000	35.42629032260	0.00000000000	3159.11129
-117.85500000000	46.43770000000	1345.37474194000	170.31951612900	237.26674193500	42.05712903230	467.33648387100	26.21132258060	41.69606451610	9.48709677419	4257.995161
-117.81300000000	46.52100000000	1370.19390323000	135.33348387100	219.92622580600	34.49606451610	406.66216129000	24.68812903230	34.30445161290	11.06635483870	3406.581935
-117.93800000000	46.52100000000	1386.43522581000	125.52470967700	214.25267741900	30.99767741940	380.31096774200	24.14993548390	30.84667741940	2.29925806452	2969.164194
-117.93800000000	46.43770000000	1351.94206452000	146.16019354800	221.56729032300	38.40906451610	431.45129032300	25.50270967740	38.13183870970	20.68803225810	3943.730968
-117.93800000000	46.39610000000	1332.80432258000	181.48806451600	243.48838709700	44.73396774190	500.51300000000	26.63216129030	44.34719354840	24.79303225810	4976.544194
-117.89600000000	46.39610000000	1325.42045161000	190.80796774200	248.61216129000	47.44019354840	535.79558064500	27.28100000000	47.03893548390	45.97606451610	5688.012903
-117.73000000000	46.52100000000	1348.03890323000	148.67977419400	225.69367741900	37.55274193550	417.47551612900	24.84441935480	37.26351612900	0.18641935484	3342.178387
-117.77100000000	46.47940000000	1341.39183871000	153.23719354800	229.06051612900	38.82329032260	427.70003225800	25.00554838710	38.56896774190	0.45051612903	3547.88871
-117.73000000000	46.43770000000	1321.65141935000	156.21070967700	232.22645161300	39.20196774190	436.06464516100	25.06887096770	38.90112903230	1.18393548387	3703.473871
-117.68800000000	46.52100000000	1343.06538710000	148.18374193500	226.73709677400	37.62164516130	418.26358064500	24.84225806450	37.37283870970	0.24025806452	3337.928065
-117.77100000000	46.43770000000	1335.25032258000	158.76154838700	232.52535483900	39.59251612900	440.24229032300	25.53190322580	39.25877419350	1.65419354839	3779.094839
-117.68800000000	46.43770000000	1312.24790323000	160.16290322600	231.54312903200	40.96267741940	441.83680645200	24.95638709680	40.71087096770	1.48222580645	3833.025484
-117.77100000000	46.52100000000	1356.10519354999	145.26967741900	225.34032258100	36.39319354840	411.82632258100	24.67590322580	36.17593548390	0.00000000000	3239.036129
-117.73000000000	46.39610000000	1307.02090323000	179.81793548400	238.32812903200	45.60106451610	490.61638709700	26.56380645160	45.25148387100	21.44822580650	4821.175161
-117.68800000000	46.39610000000	1283.32706452000	183.97554838700	240.80054838700	47.57125806450	508.85022580600	26.05206451610	47.32819354840	32.49274193550	5273.297419
-117.68800000000	46.47940000000	1319.16554839000	154.91225806500	229.48622580600	40.05329032260	431.95600000000	24.52474193550	39.77035483870	0.97135483871	3662.923548
-117.60500000000	46.52100000000	1329.18500000000	147.77458064500	231.45674193500	38.04125806450	424.04129032300	24.96751612900	37.78635483870	0.89625806452	3398.67129
-117.56300000000	46.52100000000	1318.33000000000	151.98132258100	231.60932258100	39.36906451610	430.76422580600	25.13487096770	39.14429032260	1.22883870968	3539.250323
-117.64600000000	46.47940000000	1317.81861290000	150.14206451600	232.44374193500	38.83187096770	428.70716129000	24.43622580650	38.52838709680	0.97751612903	3529.459677
-117.64600000000	46.52100000000	1338.32122581000	145.70564516100	230.30129032300	37.10838709680	419.30419354800	24.84370967740	36.82848387100	0.48135483871	3292.495484
-117.64600000000	46.43770000000	1288.79187097000	173.90551612900	236.12309677400	44.78229032260	478.35448387100	25.53722580650	44.51693548390	17.91887096770	4579.227419
-117.64600000000	46.39610000000	1272.68496774000	187.64770967700	244.77719354800	48.98974193550	528.25925806500	26.04170967740	48.72483870970	44.49287096770	5682.021613
-117.56300000000	46.47940000000	1294.87351613000	164.36896774200	235.60380645200	43.24787096770	457.66264516100	25.28125806450	42.96012903230	7.91700000000	4107.363226
